[2026-09-24T12:25:01.336306+00:00] AUDIT_EVENT | id=24bef148-b7a1-46a5-91d3-3a43979e22aa | name=Mechanical Keyboard | type=sync | client_ip=testclient | status=AUDIT_RECORDED
[2026-09-24T12:26:33.896553+00:00] AUDIT_EVENT | id=97003a07-7c2c-4a33-9787-f46963057c8c | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:33.924049+00:00] AUDIT_EVENT | id=514dbdf9-8441-4520-b52b-111e395ee8db | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:33.935759+00:00] AUDIT_EVENT | id=8656305c-48fd-446a-8a5d-bb80a0507ca2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:33.963817+00:00] AUDIT_EVENT | id=d24ac1a6-f272-47d8-bb34-f36ea44d7957 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:33.966012+00:00] AUDIT_EVENT | id=4df4a5d6-df48-4890-a828-d4027bee92df | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:33.972613+00:00] AUDIT_EVENT | id=a8fe731b-8ebe-4250-a3b3-8480513df2c2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.005804+00:00] AUDIT_EVENT | id=62630a3c-fd1b-4d02-90e4-7bdcd042c4d4 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.013845+00:00] AUDIT_EVENT | id=56044f2b-d11e-4dc5-a505-9c422c309195 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.025864+00:00] AUDIT_EVENT | id=1f5b3dbf-af29-4234-b38d-b8c7bf4ec88d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.053611+00:00] AUDIT_EVENT | id=a702f050-a447-4311-8d24-663a63b0c4ac | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.058108+00:00] AUDIT_EVENT | id=15749ae7-264a-4c20-ab15-86fc947ae53b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.084839+00:00] AUDIT_EVENT | id=ebce018d-58ce-4dff-bb4b-b9a8b42eb839 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.086955+00:00] AUDIT_EVENT | id=6cd17e42-4b98-4f89-a562-3e41d727d65a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.108132+00:00] AUDIT_EVENT | id=8b2c1557-76c5-4d7a-89b0-98894d79945e | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.135204+00:00] AUDIT_EVENT | id=e8916b53-0381-462e-81d9-933a75a1cf28 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.162763+00:00] AUDIT_EVENT | id=cf438758-5d1d-4049-8de1-40ed79bed73f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.172991+00:00] AUDIT_EVENT | id=f13c1315-f994-44fe-946f-5e8b01baad67 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.191771+00:00] AUDIT_EVENT | id=5250f0a0-300e-44f1-b930-05459b0f784d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.202898+00:00] AUDIT_EVENT | id=37996baa-6035-4760-87af-a8ec9c7f1701 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.216334+00:00] AUDIT_EVENT | id=18254d7a-237a-4009-9170-defba61f298b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.236648+00:00] AUDIT_EVENT | id=9ffb1665-783a-4d16-8487-b5929c9948d9 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.240978+00:00] AUDIT_EVENT | id=06d2f56a-0d2a-4031-9825-198bfaf64c2f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.265780+00:00] AUDIT_EVENT | id=f8d36184-0ef8-48b1-8255-e83567add515 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.282980+00:00] AUDIT_EVENT | id=a304e843-f0f0-4a11-8b72-d8baea6ebd1f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.298541+00:00] AUDIT_EVENT | id=166f0805-7a16-462e-819b-e21a25e7031f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.317329+00:00] AUDIT_EVENT | id=aaf26859-7a01-48a9-b0a6-0902b8af45f5 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.328456+00:00] AUDIT_EVENT | id=c2cc69dd-8202-4b67-a3b4-8665e3a07729 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.336452+00:00] AUDIT_EVENT | id=65d1ef42-730f-4c14-9c5a-f23b0421af5e | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.351528+00:00] AUDIT_EVENT | id=121402c2-d81a-4dcb-9586-7bdc104394aa | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.363141+00:00] AUDIT_EVENT | id=ce3dda2e-3983-4b3f-ad36-4a4ece11b8b2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.381460+00:00] AUDIT_EVENT | id=493247ba-6402-4430-94e4-5f138cf5b357 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.382572+00:00] AUDIT_EVENT | id=e7bc2fdb-1b7b-4124-80aa-afef858a4988 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.405844+00:00] AUDIT_EVENT | id=ea1b2512-15d2-4ab2-a36c-b503a875cd06 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.408571+00:00] AUDIT_EVENT | id=324a0bc7-638d-445c-824c-acda130f3d30 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.426526+00:00] AUDIT_EVENT | id=3f5fa67d-d94d-46d6-a7c1-2e669bf02eb6 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.438850+00:00] AUDIT_EVENT | id=cca57fe6-0119-43af-9ab7-15fa719fd899 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.465384+00:00] AUDIT_EVENT | id=bbfec1f9-4b94-45d2-b524-aa8acf6b1ed9 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.475091+00:00] AUDIT_EVENT | id=b9cde8f0-10ef-450d-b15a-8faafc71dad8 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.492936+00:00] AUDIT_EVENT | id=1bc57280-b6d6-4516-8f90-6ae5b5f40f82 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.523526+00:00] AUDIT_EVENT | id=d1dc071f-eb0c-48f5-88d0-5cb79aeac09b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.526927+00:00] AUDIT_EVENT | id=9465220b-e681-428f-86da-96e8e809d234 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.536820+00:00] AUDIT_EVENT | id=3de1c28b-1fdc-4e15-b920-5e2bbe54c473 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.560998+00:00] AUDIT_EVENT | id=2d59482a-db42-4055-bcfc-4ecd4e363ca9 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.571903+00:00] AUDIT_EVENT | id=d98b7803-be1e-43a5-a8cf-349a7c6f6f92 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.583325+00:00] AUDIT_EVENT | id=e755cad0-3158-422e-b04c-e54fc29e8c1b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.607998+00:00] AUDIT_EVENT | id=e33e2038-3d30-432d-a127-5ed99eca811a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.628836+00:00] AUDIT_EVENT | id=4552ce90-5322-4a6e-b36d-29e33fd33bbe | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.641668+00:00] AUDIT_EVENT | id=306bd748-fbf8-4ff6-a28d-299deb592135 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.660226+00:00] AUDIT_EVENT | id=cf72ca25-de8f-46fe-98fd-019cc9ad336e | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.666156+00:00] AUDIT_EVENT | id=380690c4-6f9a-4e3f-9a65-08aa9d29daa3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.686778+00:00] AUDIT_EVENT | id=1f59a682-4c0d-45f2-837b-48a9012cb488 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.695518+00:00] AUDIT_EVENT | id=ea91a795-09cb-4f50-8b37-96e9cce53f6d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.737892+00:00] AUDIT_EVENT | id=54330291-de48-4eb6-a480-c2f09b3910d8 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.747371+00:00] AUDIT_EVENT | id=a5dad55e-6b1f-42a0-98df-3f6a2fd55b2e | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.757438+00:00] AUDIT_EVENT | id=f3121568-de4b-429b-b102-f824921a5ad7 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.793073+00:00] AUDIT_EVENT | id=5d4faba7-dec1-4f97-ab78-06b499230e95 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.795708+00:00] AUDIT_EVENT | id=5c3264d0-6dd7-49c3-85a0-5da99b11cd12 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.822719+00:00] AUDIT_EVENT | id=5e6b3912-3071-406a-9b22-53b33fa455da | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.827583+00:00] AUDIT_EVENT | id=7bbdd71c-dfbd-4351-83f9-e546105644a1 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.858053+00:00] AUDIT_EVENT | id=0d60583f-7c87-4b33-91a4-cbf7596a677f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.858589+00:00] AUDIT_EVENT | id=d7c0c6ff-121c-49f6-b286-688c576717d5 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.865825+00:00] AUDIT_EVENT | id=b050ed83-fac2-485c-b9d2-b4d693332f9d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.890659+00:00] AUDIT_EVENT | id=b41b8894-f4f9-4edb-941f-cbe7723b6495 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.898426+00:00] AUDIT_EVENT | id=1335e4ce-3210-4e9a-85cb-fed953a780c3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.917466+00:00] AUDIT_EVENT | id=a26a0d90-36bf-481f-acea-ee0ebb1bb485 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.933831+00:00] AUDIT_EVENT | id=7c8d5b66-301d-4008-bda3-63506420162d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.939699+00:00] AUDIT_EVENT | id=2ce0defc-3f94-44ea-a210-8465e71f79d2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.964081+00:00] AUDIT_EVENT | id=3a3d2f8e-eed3-4234-bb8c-75bda9c5ec6b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.970262+00:00] AUDIT_EVENT | id=2e753637-ffa7-4935-bb9e-da503b40a09f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:34.999524+00:00] AUDIT_EVENT | id=390e26c1-3558-4ddc-a0bf-208b81b28ed2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.014060+00:00] AUDIT_EVENT | id=bca261a7-30fe-4941-b1de-2a40a5d0580d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.024528+00:00] AUDIT_EVENT | id=096aa79c-1fb5-45c9-964c-4ebf49a94fc6 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.054149+00:00] AUDIT_EVENT | id=a84cc127-9a11-466c-b1a0-d101f66c4012 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.092315+00:00] AUDIT_EVENT | id=645be5c7-47d1-40d6-8d3a-dd62ec018cf2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.098231+00:00] AUDIT_EVENT | id=5d99ccdb-c86d-4ed7-b9bc-e44c4dc60895 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.106702+00:00] AUDIT_EVENT | id=b7e57406-ee5d-4795-96bc-615a49f02e86 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.128395+00:00] AUDIT_EVENT | id=2898f217-394c-4db5-bbb2-21e734a65d6a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.146887+00:00] AUDIT_EVENT | id=66a5bc38-2a78-4598-8418-899b059ff60d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.160795+00:00] AUDIT_EVENT | id=80ee201d-6735-4d0b-86f4-b01909df021a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.166750+00:00] AUDIT_EVENT | id=0188acb8-3a83-43ad-8721-fa15c4f469ce | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.189852+00:00] AUDIT_EVENT | id=8a2d58ff-b4c5-4683-8ea2-b259541d967b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.206121+00:00] AUDIT_EVENT | id=a6217d23-2879-4282-9ea7-085941a92604 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.213093+00:00] AUDIT_EVENT | id=4be412a1-01eb-49b6-9067-dab6b518324b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.241727+00:00] AUDIT_EVENT | id=4abf6568-a5df-475e-aab6-564cb81f54c9 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.260620+00:00] AUDIT_EVENT | id=c740f198-65b5-452f-ba67-cf1bd0eefd44 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.269917+00:00] AUDIT_EVENT | id=cc30338d-8923-4576-a7b3-c066f334e575 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.281198+00:00] AUDIT_EVENT | id=f6786a39-ecb8-4ca7-bf2f-f779c9c9131a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.286626+00:00] AUDIT_EVENT | id=79052c7d-4a2d-4aa2-a44c-b13adafddb40 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.315373+00:00] AUDIT_EVENT | id=06ad9d46-edaa-4e37-884b-f36c7effa744 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.319870+00:00] AUDIT_EVENT | id=aea1a1e9-077f-4584-8c81-48ab39da3173 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.360876+00:00] AUDIT_EVENT | id=a1d114f7-1ce7-4f0f-a2a9-3240eeafe538 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.363048+00:00] AUDIT_EVENT | id=9705bfac-f9b3-491e-bc44-89ce71285a35 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.385100+00:00] AUDIT_EVENT | id=725b19de-5c99-4e79-a18a-50786c0f9bdf | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.396939+00:00] AUDIT_EVENT | id=a963e5f5-7632-4c3a-9fe3-d8f5152de2cb | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.430486+00:00] AUDIT_EVENT | id=5ce55f37-d007-4a84-9a1e-37c33db99406 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.438240+00:00] AUDIT_EVENT | id=5993c91c-7049-4f84-89ae-f026ed0b5dff | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.463711+00:00] AUDIT_EVENT | id=704bcd8c-6df1-489a-a154-c4c71d7ee177 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.475478+00:00] AUDIT_EVENT | id=d92951a1-2bd4-47ae-8362-bafed06f0439 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.481180+00:00] AUDIT_EVENT | id=913b218b-b225-4c76-b977-5faced97974d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.509845+00:00] AUDIT_EVENT | id=59fa66ca-e62f-411e-834f-566091c1fd52 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.512883+00:00] AUDIT_EVENT | id=84bc31f9-568a-474a-a55d-221797a4a8b9 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.538576+00:00] AUDIT_EVENT | id=86d7dc30-780a-43de-81cd-66342de0a9a8 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.542445+00:00] AUDIT_EVENT | id=1eae754a-2f26-4eae-afd0-8661866c0455 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.584122+00:00] AUDIT_EVENT | id=76cfb114-8fcd-43dd-b6e4-be28ced75d2c | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.614325+00:00] AUDIT_EVENT | id=48927b3b-902d-4450-9ed7-002037f37693 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.640231+00:00] AUDIT_EVENT | id=62560f0f-33a0-427b-9e1e-c8977de911b8 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.650120+00:00] AUDIT_EVENT | id=c886e6b7-0f84-4288-b1c3-8fe25b98af95 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.650120+00:00] AUDIT_EVENT | id=8adeaf13-165a-496b-a65f-cc81c451a7d6 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.660103+00:00] AUDIT_EVENT | id=6495c117-a33c-47f4-ad17-c594a8acc977 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.683159+00:00] AUDIT_EVENT | id=e7ac9551-42ad-4c42-8f14-66fe3846c417 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.692749+00:00] AUDIT_EVENT | id=2d88e138-913c-400a-9a2c-a7993ec3feb2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.695462+00:00] AUDIT_EVENT | id=2ac6b3e0-3aed-443b-9de7-16196b11033a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.698564+00:00] AUDIT_EVENT | id=9043b185-6319-40bb-bec9-166c55d683a3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.728650+00:00] AUDIT_EVENT | id=e6f06ba6-2925-4e9b-84b5-7ff9033cd88c | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.745477+00:00] AUDIT_EVENT | id=76ae9f17-4c2a-4654-ac67-f86f277d5f5f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.758919+00:00] AUDIT_EVENT | id=054f66f6-e622-4b61-beb8-2debb372eb99 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.780880+00:00] AUDIT_EVENT | id=8adb816f-1e1e-47af-aa6b-2f4861cf1e23 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.790774+00:00] AUDIT_EVENT | id=a4fdb089-f2b1-43a3-aaa0-1a952b4b132f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.811059+00:00] AUDIT_EVENT | id=63bc4899-e1a8-456f-9bee-1a3bf0db2da6 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.833806+00:00] AUDIT_EVENT | id=a32ad3d9-682f-4a3f-b668-c93979123034 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.834861+00:00] AUDIT_EVENT | id=ff616bd2-952f-4b9a-a10a-e1a6999b058c | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.862060+00:00] AUDIT_EVENT | id=2478ee92-c07d-417b-830b-c1d71a682f72 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.884303+00:00] AUDIT_EVENT | id=0cdff778-68d7-4748-a3bd-c836a9f2bc52 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.895727+00:00] AUDIT_EVENT | id=0ba2746e-6fef-43b2-98a4-53ea7fac4c72 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.898958+00:00] AUDIT_EVENT | id=69a8ff60-f128-44fd-bf5a-30066f27a56d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.932351+00:00] AUDIT_EVENT | id=2ee22c26-9ec5-441d-a488-28cf9d95c742 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.941523+00:00] AUDIT_EVENT | id=af991115-a995-44d5-9da8-f2ed4a39bb48 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.964233+00:00] AUDIT_EVENT | id=8339e889-018d-42b5-9200-442ce75a52ed | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:35.984681+00:00] AUDIT_EVENT | id=0b9e0500-dad0-49b4-838f-4da3563188c1 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:36.000938+00:00] AUDIT_EVENT | id=135a2d89-c076-47aa-bf04-5b3e9b9d16de | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
